"","Year","Area","Street","Street.2","Strange.HTML"
"468",2011,"","The Parade Sutton",NA,""
"469",2011,"","The Parade Sutton Coldfield",NA,""
"470",2011,"","The Parade Birmingham rd. Sutton Coldfield","The Parade Birmingham str. Sutton Coldfield",""
"471",2011,"","The Parade Sutton Coldfield",NA,""
"472",2011,"","The Parade Sutton Coldfield",NA,""
"473",2011,"","The Parade Sutton Coldfield",NA,""
"474",2011,"","The Parade Sutton Coldfield",NA,""
"475",2011,"","The Parade Sutton Coldfield",NA,""
"476",2011,"","The Parade Sutton Coldfield",NA,""
"477",2011,"","The Parade Sutton Town Centre",NA,""
"478",2011,"","The Parade",NA,""
"479",2011,"","The Ridgeway",NA,""
"480",2011,"","The Ridgeway",NA,""
"481",2011,"","The Ridgeway",NA,""
"482",2011,"","The Swan Ph",NA,""
"483",2011,"","Turnhouse rd.","Turnhouse str.",""
"484",2011,"","Upper Holland rd.","Upper Holland str.",""
"485",2011,"","Victoria str.","Victoria Str",""
"486",2011,"","Victoria str.","Victoria Str",""
"487",2011,"","Victoria str.","Victoria Str",""
"488",2011,"","Walsh Drive Walmley Sutton Coldfield",NA,""
"489",2011,"","Warren Farm str.","Warren Farm Str",""
"490",2011,"","Warren Farm rd.","Warren Farm str.",""
"491",2011,"","Whitehouse Common str.","Whitehouse Common Str",""
"492",2011,"","Wilton str.","Wilton Str",""
"493",2011,"","Windsor House Jarvis rd. Erdington","Windsor House Jarvis str. Erdington",""
"494",2011,"","Witton Lodge rd.","Witton Lodge str.",""
"495",2011,"","Witton Lodge rd. Erdington","Witton Lodge str. Erdington",""
"496",2011,"","York rd.","York str.",""
"497",2011,"","Abdon ave.",NA,""
"498",2011,"","Alcester rd. South","Alcester str. South",""
"499",2011,"","Alvechurch str.","Alvechurch Str",""
"500",2011,"","Arden rd.","Arden str.",""
"501",2011,"","Ardencote Froad",NA,""
"502",2011,"","Ashley Close",NA,""
"503",2011,"","Balti Spice Bristol str. South","Balti Spice Bristol Str South",""
"504",2011,"","Barnes Hill",NA,""
"505",2011,"","Barrow House",NA,""
"506",2011,"","Bell str.","Bell Str",""
"507",2011,"","Birmingham New str.","Birmingham New Str",""
"508",2011,"","Birmingham New str.","Birmingham New Str",""
"509",2011,"","Birmingham New str.","Birmingham New Str",""
"510",2011,"","Birmingham str. Oldbury","Birmingham Str Oldbury",""
"511",2011,"","Blandford rd.","Blandford str.",""
"512",2011,"","Bournbrook rd.","Bournbrook str.",""
"513",2011,"","Bournville Front Office",NA,""
"514",2011,"","Bournville Front Office",NA,""
"515",2011,"","Bournville Lane","Bournville ln.",""
"516",2011,"","Bournville Lane","Bournville ln.",""
"517",2011,"","Bournville Lane Front Office","Bournville ln. Front Office",""
"518",2011,"","Bowling Green rd.","Bowling Green str.",""
"519",2011,"","Bristol str.","Bristol Str",""
"520",2011,"","Bristol str.","Bristol Str",""
"521",2011,"","Bristol str.","Bristol Str",""
"522",2011,"","Bristol str.","Bristol Str",""
"523",2011,"","Bristol str. Selly Oak","Bristol Str Selly Oak",""
"524",2011,"","Bristol str. South","Bristol Str South",""
"525",2011,"","Bristol str. South","Bristol Str South",""
"526",2011,"","Bristol str. Sth","Bristol Str Sth",""
"527",2011,"","Bristol str. Northfield","Bristol Str Northfield",""
"528",2011,"","Bristol str. Selly Oak","Bristol Str Selly Oak",""
"529",2011,"","Bristol rd.","Bristol str.",""
"530",2011,"","Bristol rd.","Bristol str.",""
"531",2011,"","Bristol rd.","Bristol str.",""
"532",2011,"","Bristol rd.","Bristol str.",""
"533",2011,"","Bristol rd.","Bristol str.",""
"534",2011,"","Bristol rd.","Bristol str.",""
"535",2011,"","Bristol rd.","Bristol str.",""
"536",2011,"","Bristol rd.","Bristol str.",""
"537",2011,"","Bristol rd.","Bristol str.",""
"538",2011,"","Bristol rd.","Bristol str.",""
"539",2011,"","Bristol rd.","Bristol str.",""
"540",2011,"","Bristol rd.","Bristol str.",""
"541",2011,"","Bristol rd.","Bristol str.",""
"542",2011,"","Bristol rd.","Bristol str.",""
"543",2011,"","Bristol rd. Northfield","Bristol str. Northfield",""
"544",2011,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"545",2011,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"546",2011,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"547",2011,"","Bristol rd. South Northfield","Bristol str. South Northfield",""
"548",2011,"","Bristol rd. South Selly Oak","Bristol str. South Selly Oak",""
"549",2011,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"550",2011,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"551",2011,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"552",2011,"","Broad str.","Broad Str",""
"553",2011,"","Broad str.","Broad Str",""
"554",2011,"","Broad str.","Broad Str",""
"555",2011,"","Broad str. City Centre","Broad Str City Centre",""
"556",2011,"","Broad str. City Centre","Broad Str City Centre",""
"557",2011,"","Brook Lane","Brook ln.",""
"558",2011,"","Bunburry rd.","Bunburry str.",""
"559",2011,"","Bunburry rd.","Bunburry str.",""
"560",2011,"","Burnhill Grove Weoley Castle Birmingham",NA,""
"561",2011,"","Car Park Of Bournville Lane P Stn","Car Park Of Bournville ln. P Stn",""
"562",2011,"","Chinbrook rd. Billsley","Chinbrook str. Billsley",""
"563",2011,"","Church Hill Nortthfield",NA,""
"564",2011,"","Church rd.","Church str.",""
"565",2011,"","Compton rd. Cradley Heath","Compton str. Cradley Heath",""
"566",2011,"","Costcutters Ardern rd.","Costcutters Ardern str.",""
"567",2011,"","Dawberry rd.","Dawberry str.",""
"568",2011,"","Dawlish rd.","Dawlish str.",""
"569",2011,"","Dingle Club",NA,""
"570",2011,"","Doddington rd.","Doddington str.",""
"571",2011,"","Dog Kennel Lane","Dog Kennel ln.",""
"572",2011,"","Dog Pool Lane","Dog Pool ln.",""
"573",2011,"","Downfield Drive",NA,""
"574",2011,"","Dudley Bus Station",NA,""
"575",2011,"","Dwellings Lane","Dwellings ln.",""
"576",2011,"","Eafo",NA,""
"577",2011,"","Edgbaston Cricket Ground",NA,""
"578",2011,"","Edgbaston Park rd.","Edgbaston Park str.",""
"579",2011,"","Exeter str. Hubert str.","Exeter Str Hubert Str",""
"580",2011,"","Fordhouse Lane","Fordhouse ln.",""
"581",2011,"","Four Acres Quinton",NA,""
"582",2011,"","Frogmill rd. Frankley","Frogmill str. Frankley",""
"583",2011,"","Genners Lane","Genners ln.",""
"584",2011,"","Glastonbury rd.","Glastonbury str.",""
"585",2011,"","Great Park Rubery",NA,""
"586",2011,"","Griffins Brook Lane","Griffins Brook ln.",""
"587",2011,"","Grosvenor Shopping Centre",NA,""
"588",2011,"","Hagley rd.","Hagley str.",""
"589",2011,"","Hagley rd.","Hagley str.",""
"590",2011,"","Hagley rd.","Hagley str.",""
"591",2011,"","Hagley rd.","Hagley str.",""
"592",2011,"","Hagley rd.","Hagley str.",""
"593",2011,"","Hagley rd.","Hagley str.",""
"594",2011,"","Hagley rd.","Hagley str.",""
"595",2011,"","Hagley rd.","Hagley str.",""
"596",2011,"","Hagley rd.","Hagley str.",""
"597",2011,"","Hagley rd. Edgbaston","Hagley str. Edgbaston",""
"598",2011,"","Hagley rd. Eedgbaston","Hagley str. Eedgbaston",""
"599",2011,"","Harborne Cricket Club",NA,""
"600",2011,"","Harborne High str.","Harborne High Str",""
"601",2011,"","Harborne High str.","Harborne High Str",""
"602",2011,"","Harborne High str.","Harborne High Str",""
"603",2011,"","Harborne High str.","Harborne High Str",""
"604",2011,"","Harborne Park rd.","Harborne Park str.",""
"605",2011,"","Harborne Police Station",NA,""
"606",2011,"","Harbourne Cricket Club",NA,""
"607",2011,"","Hawkesley End",NA,""
"608",2011,"","Hawkesley Square",NA,""
"609",2011,"","Hazelwell str.","Hazelwell Str",""
"610",2011,"","Heathmill Lane Digbeth","Heathmill ln. Digbeth",""
"611",2011,"","Herons Wood",NA,""
"612",2011,"","High str.","High Str",""
"613",2011,"","High str. Harborne","High Str Harborne",""
"614",2011,"","High str. Harborne","High Str Harborne",""
"615",2011,"","High str. Northfield","High Str Northfield",""
"616",2011,"","High str. Harborne","High Str Harborne",""
"617",2011,"","High str. Harborne","High Str Harborne",""
"618",2011,"","High str. Harborne","High Str Harborne",""
"619",2011,"","High str. Harborne","High Str Harborne",""
"620",2011,"","High str. Harbourne","High Str Harbourne",""
"621",2011,"","High str. Harborne","High Str Harborne",""
"622",2011,"","High str. Harborne","High Str Harborne",""
"623",2011,"","Highfdield Lane","Highfdield ln.",""
"624",2011,"","Highfield Lane","Highfield ln.",""
"625",2011,"","Highfield Lane Quinton","Highfield ln. Quinton",""
"626",2011,"","Hoggs Lane Northfield","Hoggs ln. Northfield",""
"627",2011,"","Hollybank rd.","Hollybank str.",""
"628",2011,"","Holywood Bowl Rubery",NA,""
"629",2011,"","Home Address",NA,""
"630",2011,"","Honnington Crescent Northfield",NA,""
"631",2011,"","Jiggins Lane","Jiggins ln.",""
"632",2011,"","Jiggins Lane Bartley Green","Jiggins ln. Bartley Green",""
"633",2011,"","Kembertone rd.","Kembertone str.",""
"634",2011,"","Kings Norton Green",NA,""
"635",2011,"","Leech Green str.","Leech Green Str",""
"636",2011,"","Leith Grove",NA,""
"637",2011,"","Leith Grove",NA,""
"638",2011,"","Long Fellow rd.","Long Fellow str.",""
"639",2011,"","Longbridge Lane","Longbridge ln.",""
"640",2011,"","Longbridge Lane","Longbridge ln.",""
"641",2011,"","Longbridge Lane West Heath","Longbridge ln. West Heath",""
"642",2011,"","Longham Croft",NA,""
"643",2011,"","Lottie rd.","Lottie str.",""
"644",2011,"","Lutley Grove",NA,""
"645",2011,"","Malins rd. Harborne","Malins str. Harborne",""
"646",2011,"","Manderville House",NA,""
"647",2011,"","Marjoram Close Hawksley",NA,""
"648",2011,"","Masshouse Lane","Masshouse ln.",""
"649",2011,"","Masshouse Lane","Masshouse ln.",""
"650",2011,"","Maypole Lane","Maypole ln.",""
"651",2011,"","Merritts Hill",NA,""
"652",2011,"","Metchley Lane","Metchley ln.",""
"653",2011,"","Moat rd.","Moat str.",""
"654",2011,"","Mounbatten House Wyndham rd.","Mounbatten House Wyndham str.",""
"655",2011,"","New str. Br","New Str Br",""
"656",2011,"","New str. Station","New Str Station",""
"657",2011,"","Nortb Worcester Golf Club",NA,""
"658",2011,"","North str. Harborne","North Str Harborne",""
"659",2011,"","North str. Harborne","North Str Harborne",""
"660",2011,"","Northfield High str.","Northfield High Str",""
"661",2011,"","Northfield High str.","Northfield High Str",""
"662",2011,"","Oakridge rd. Northfield","Oakridge str. Northfield",""
"663",2011,"","Oddingley rd.","Oddingley str.",""
"664",2011,"","Oddingley rd. West Heath","Oddingley str. West Heath",""
"665",2011,"","Paradise Forum Birmingham",NA,""
"666",2011,"","Parsons Hill",NA,""
"667",2011,"","Pershore rd.","Pershore str.",""
"668",2011,"","Pershore rd.","Pershore str.",""
"669",2011,"","Pershore rd.","Pershore str.",""
"670",2011,"","Pershore rd.","Pershore str.",""
"671",2011,"","Pershore rd.","Pershore str.",""
"672",2011,"","Pershore rd.","Pershore str.",""
"673",2011,"","Pershore rd.","Pershore str.",""
"674",2011,"","Pershore rd.","Pershore str.",""
"675",2011,"","Pershore rd.","Pershore str.",""
"676",2011,"","Pershore rd.","Pershore str.",""
"677",2011,"","Pershore rd.","Pershore str.",""
"678",2011,"","Pershore rd. South Kings Norton","Pershore str. South Kings Norton",""
"679",2011,"","Poole Crescent Harborne",NA,""
"680",2011,"","Poplar ave.",NA,""
"681",2011,"","Portlands rd.","Portlands str.",""
"682",2011,"","Princethorpe rd.","Princethorpe str.",""
"683",2011,"","Qe Casualty",NA,""
"684",2011,"","Qe Hospital",NA,""
"685",2011,"","Qe Hospital",NA,""
"686",2011,"","Quality Hotel",NA,""
"687",2011,"","Queen Elizabeth Hospital",NA,""
"688",2011,"","Raddlebarn rd.","Raddlebarn str.",""
"689",2011,"","Richmond Hill rd.","Richmond Hill str.",""
"690",2011,"","Richmond rd.","Richmond str.",""
"691",2011,"","Rose rd.","Rose str.",""
"692",2011,"","Rose rd. Harborne","Rose str. Harborne",""
"693",2011,"","Sainsburys Frankley Beeches str. Northfield","Sainsburys Frankley Beeches Str Northfield",""
"694",2011,"","Selcroft ave.",NA,""
"695",2011,"","Shannon str. Kings Norton","Shannon Str Kings Norton",""
"696",2011,"","Shawbrook Grove",NA,""
"697",2011,"","Shell Forecourt Bristol str.","Shell Forecourt Bristol Str",""
"698",2011,"","Sir Hiltons rd. West Heath","Sir Hiltons str. West Heath",""
"699",2011,"","Snax 24 Forcourt",NA,""
"700",2011,"","Solihull High str.","Solihull High Str",""
"701",2011,"","Solihull High str. Outside Rosies","Solihull High Str Outside Rosies",""
"702",2011,"","Stanley rd. Quinton","Stanley str. Quinton",""
"703",2011,"","Stone rd. Edgbaston","Stone str. Edgbaston",""
"704",2011,"","Stonehouse Lane","Stonehouse ln.",""
"705",2011,"","Stratford rd. Sparkbrook Birmingham","Stratford str. Sparkbrook Birmingham",""
"706",2011,"","The Fold",NA,""
"707",2011,"","The Fold Kings Norton",NA,""
"708",2011,"","The Jester Ph",NA,""
"709",2011,"","The Parade Queensway City Centre",NA,""
"710",2011,"","The Royal Oak Public House Pershore rd.","The Royal Oak Public House Pershore str.",""
"711",2011,"","Three Horshoes Ph",NA,""
"712",2011,"","Three Shires Oak rd.","Three Shires Oak str.",""
"713",2011,"","Three Shires rd.","Three Shires str.",""
"714",2011,"","Trescotte rd.","Trescotte str.",""
"715",2011,"","Turves Green",NA,""
"716",2011,"","Unknown",NA,""
"717",2011,"","Valbourne rd. Kings Heath","Valbourne str. Kings Heath",""
"718",2011,"","Vicarage rd. Kings Heath","Vicarage str. Kings Heath",""
"719",2011,"","Vineyard rd. Northfield","Vineyard str. Northfield",""
"720",2011,"","War Lane","War ln.",""
"721",2011,"","Watford str. Cotteridge","Watford Str Cotteridge",""
"722",2011,"","Weolly Castle rd.","Weolly Castle str.",""
"723",2011,"","Westminster rd.","Westminster str.",""
"724",2011,"","Wolverhampton str.","Wolverhampton Str",""
"725",2011,"","Woodhouse rd. Quinton","Woodhouse str. Quinton",""
"726",2011,"","Woodmeadow rd.","Woodmeadow str.",""
"727",2011,"","Worlds End Lane","Worlds End ln.",""
"728",2011,"","Worlds End Lane","Worlds End ln.",""
"729",2011,"","Worlds End Lane Quinton","Worlds End ln. Quinton",""
"730",2011,"","Worlds End Lane Quinton","Worlds End ln. Quinton",""
"731",2011,"","Acardian Centre",NA,""
"732",2011,"","Adderley rd.","Adderley str.",""
"733",2011,"","Air Night Club",NA,""
"734",2011,"","Albert rd. Handsworth Birmingham","Albert str. Handsworth Birmingham",""
"735",2011,"","Arcadia Centre Birmingham City Centre",NA,""
"736",2011,"","Arcadian",NA,""
"737",2011,"","Arcadian",NA,""
"738",2011,"","Arcadian Birmingham City Centre",NA,""
"739",2011,"","Arcadian Center Birmingham",NA,""
"740",2011,"","Arcadian Centre",NA,""
"741",2011,"","Arcadian Centre",NA,""
"742",2011,"","Arcadian Centre",NA,""
"743",2011,"","Arcadian Centre",NA,""
"744",2011,"","Arcadian Centre",NA,""
"745",2011,"","Arcadian Centre",NA,""
"746",2011,"","Arcadian Centre",NA,""
"747",2011,"","Arcadian Centre",NA,""
"748",2011,"","Arcadian Centre",NA,""
"749",2011,"","Arcadian Centre",NA,""
"750",2011,"","Arcadian Centre",NA,""
"751",2011,"","Arcadian Centre",NA,""
"752",2011,"","Arcadian Centre",NA,""
"753",2011,"","Arcadian Centre",NA,""
"754",2011,"","Arcadian Centre Bham",NA,""
"755",2011,"","Arcadian Centre Birmingham",NA,""
"756",2011,"","Arcadian Centre Birmingham City Centre",NA,""
"757",2011,"","Arcadian Centre Ladywell Walk",NA,""
"758",2011,"","Arcadian Centre Ladywell Walk",NA,""
"759",2011,"","Arcadian Entertainment Centre Birmingham",NA,""
"760",2011,"","Arcadian City Centre",NA,""
"761",2011,"","Arcadian Hurst str.","Arcadian Hurst Str",""
"762",2011,"","Aston Hotel",NA,""
"763",2011,"","Aston Police Station",NA,""
"764",2011,"","Aston Villa Football Ground",NA,""
"765",2011,"","Attenborough Close",NA,""
"766",2011,"","Away Fans Coach Park Bham Cfc",NA,""
"767",2011,"","Away Supporters Entrance Bcfc",NA,""
"768",2011,"","Bar Risa",NA,""
"769",2011,"","Bath Row Birmingham",NA,""
"770",2011,"","Bath str. City Centre","Bath Str City Centre",""
"771",2011,"","Bcfc Home Fans Car Aprke",NA,""
"772",2011,"","Bcfc Ground",NA,""
"773",2011,"","Bcfc Tilton rd. Entrance","Bcfc Tilton str. Entrance",""
"774",2011,"","Berkeley str.","Berkeley Str",""
"775",2011,"","Berkeley str.","Berkeley Str",""
"776",2011,"","Berkley str.","Berkley Str",""
"777",2011,"","B Ham New str. Station","B Ham New Str Station",""
"778",2011,"","Big Bite Broad str.","Big Bite Broad Str",""
"779",2011,"","Bigwok Restaurant Birmingham",NA,""
"780",2011,"","Birchfield rd. Perry Barr","Birchfield str. Perry Barr",""
"781",2011,"","Birchfield rd. Birmingham","Birchfield str. Birmingham",""
"782",2011,"","Birchfield rd. City Centre","Birchfield str. City Centre",""
"783",2011,"","Birchfiled rd.","Birchfiled str.",""
"784",2011,"","Birmingham City Fc Εδύε Coach Park",NA,""
"785",2011,"","Birmingham Magistrates Court",NA,""
"786",2011,"","Birmingham New str.","Birmingham New Str",""
"787",2011,"","Birmingham New str. Station","Birmingham New Str Station",""
"788",2011,"","Birmingham New str.","Birmingham New Str",""
"789",2011,"","Bishopgate str. Junction Of Broad str.","Bishopgate Str Junction Of Broad Str",""
"790",2011,"","Bishopgate str. City Centre","Bishopgate Str City Centre",""
"791",2011,"","Bishopsgate str.","Bishopsgate Str",""
"792",2011,"","Bliss Bar Broad str.","Bliss Bar Broad Str",""
"793",2011,"","Bliss Nightclub Broad str. Birmingham","Bliss Nightclub Broad Str Birmingham",""
"794",2011,"","Bliss Nightclub Broad str.","Bliss Nightclub Broad Str",""
"795",2011,"","Bliss Broad str.","Bliss Broad Str",""
"796",2011,"","Bordesley Green",NA,""
"797",2011,"","Bordesley Green str.","Bordesley Green Str",""
"798",2011,"","Bradford str. Birmingham","Bradford Str Birmingham",""
"799",2011,"","Braod str. City Centre","Braod Str City Centre",""
"800",2011,"","Braod str. City Centre","Braod Str City Centre",""
"801",2011,"","Braod str. City Centre","Braod Str City Centre",""
"802",2011,"","Braod str. City Centre","Braod Str City Centre",""
"803",2011,"","Braod str. City Centre","Braod Str City Centre",""
"804",2011,"","Braod str. City Centre","Braod Str City Centre",""
"805",2011,"","Briar Rose Ph Bennetts Hill",NA,""
"806",2011,"","Brighton Arms Ph",NA,""
